"filename", "language", "JavaScript", "JSON", "Markdown", "HTML", "CSS", "SCSS", "comment", "blank", "total"
"/home/XPSHDD/Code/ufei/client/src/components/SelectreeHeader/SelectreeHeader.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/XPSHDD/Code/ufei/client/src/components/SelectreeHeader/SelectreeHeader.js", "JavaScript", 18, 0, 0, 0, 0, 0, 1, 5, 24
"/home/XPSHDD/Code/ufei/client/src/components/SelectreeNavbar/SelectreeNavbar.js", "JavaScript", 39, 0, 0, 0, 0, 0, 0, 3, 42
"/home/XPSHDD/Code/ufei/client/src/components/SelectreeNavbar/selectreeNavbar.css", "CSS", 0, 0, 0, 0, 13, 0, 0, 4, 17
"/home/XPSHDD/Code/ufei/client/src/components/SiteConditions/SiteConditions.css", "CSS", 0, 0, 0, 0, 7, 0, 0, 5, 12
"/home/XPSHDD/Code/ufei/client/src/components/SiteConditions/SiteConditions.js", "JavaScript", 105, 0, 0, 0, 0, 0, 1, 18, 124
"/home/XPSHDD/Code/ufei/client/src/components/TreeChar/TreeChar.css", "CSS", 0, 0, 0, 0, 4, 0, 1, 5, 10
"/home/XPSHDD/Code/ufei/client/src/components/TreeChar/TreeChar.js", "JavaScript", 143, 0, 0, 0, 0, 0, 2, 29, 174
"/home/XPSHDD/Code/ufei/client/src/components/TreeDetail/TreeDetail.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/XPSHDD/Code/ufei/client/src/components/TreeDetail/TreeDetail.js", "JavaScript", 51, 0, 0, 0, 0, 0, 2, 7, 60
"/home/XPSHDD/Code/ufei/client/src/components/TreeDetailGallery/TreeDetailGallery.css", "CSS", 0, 0, 0, 0, 11, 0, 0, 2, 13
"/home/XPSHDD/Code/ufei/client/src/components/TreeDetailGallery/TreeDetailGallery.js", "JavaScript", 29, 0, 0, 0, 0, 0, 0, 5, 34
"/home/XPSHDD/Code/ufei/client/src/components/TreeInfo/TreeInfo.css", "CSS", 0, 0, 0, 0, 3, 0, 0, 0, 3
"/home/XPSHDD/Code/ufei/client/src/components/TreeInfo/TreeInfo.js", "JavaScript", 30, 0, 0, 0, 0, 0, 1, 2, 33
"/home/XPSHDD/Code/ufei/client/src/components/TreeInfoCard/GeneralInfo.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 2, 27
"/home/XPSHDD/Code/ufei/client/src/components/TreeInfoCard/PestAndDiseaseInfo.js", "JavaScript", 33, 0, 0, 0, 0, 0, 0, 4, 37
"/home/XPSHDD/Code/ufei/client/src/components/TreeInfoCard/SiteConditions.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 3, 43
"/home/XPSHDD/Code/ufei/client/src/components/TreeInfoCard/TreeInfoCard.css", "CSS", 0, 0, 0, 0, 8, 0, 0, 2, 10
"/home/XPSHDD/Code/ufei/client/src/components/TreeInfoCard/TreeInfoCard.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 4, 29
"/home/XPSHDD/Code/ufei/client/src/components/TreeNameInfo/TreeNameInfo.css", "CSS", 0, 0, 0, 0, 8, 0, 0, 1, 9
"/home/XPSHDD/Code/ufei/client/src/components/TreeNameInfo/TreeNameInfo.js", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 4, 45
"/home/XPSHDD/Code/ufei/client/src/customUI/react-select-options.js", "JavaScript", 23, 0, 0, 0, 0, 0, 3, 5, 31
"/home/XPSHDD/Code/ufei/client/src/index.js", "JavaScript", 21, 0, 0, 0, 0, 0, 2, 2, 25
"/home/XPSHDD/Code/ufei/client/src/reducers/getTreeDetail.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 8
"/home/XPSHDD/Code/ufei/client/src/reducers/reducers.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 2, 7
"/home/XPSHDD/Code/ufei/client/src/reducers/searchByName.js", "JavaScript", 8, 0, 0, 0, 0, 0, 1, 1, 10
